compound_name,species,strain,dosage,avg_lifespan_change,max_lifespan_change,gender,significance,pubmed_id
Quercetin dihydrate,Drosophila melanogaster,Oregon R,1 mM,23,,,,22363408
Vitamin D3,Caenorhabditis elegans,N2,1000 µg/ml,23,,,,24304198
Vitamin D3,Caenorhabditis elegans,N2,25 μM,10.98,,,S,27783938
Vitamin D3,Caenorhabditis elegans,N2,50 μM,28.77,,,S,27783938
Vitamin D3,Caenorhabditis elegans,N2,100 μM,23.29,,,S,27783938
Vitamin D3,Caenorhabditis elegans,N2,250 μM,47.95,,,S,27783938
Melatonin,Mus musculus,BALB/c,NA,18.1,,Female,,8290600
Melatonin,Paramecium tetraurelia,,10 mg/L,20.8,14.8,,,9406982
Melatonin,Paramecium tetraurelia,,10 mg/L,10.8,5.1,,,9406982
Melatonin,Paramecium tetraurelia,,10 mg/L,22.8,20.9,,,9406982
Melatonin,Paramecium tetraurelia,,10 mg/L,,17.9,,NS,9406982
Melatonin,Drosophila melanogaster,Canton S,0.08% per unit mass culture medium,5.5,,Female,,10100152
Melatonin,Drosophila melanogaster,Canton S,0.08% per unit mass culture medium,4.8,,Male,,10100152
Melatonin,Mus musculus,CBA,20 mg/l,5.4,7.5,,,11445596
Melatonin,Drosophila melanogaster,Oregon R,100 µg/ml,14,33,,,11909680
Tyrphostin AG 1295,Drosophila melanogaster,Oregon R,300-500 µM,22.5,,,,22363408
Beta-caryophyllene,Caenorhabditis elegans,N2,25 μM,11.2,,,,24835194
Beta-caryophyllene,Caenorhabditis elegans,N2,50 µM,22.2,,,,24835194
Beta-caryophyllene,Caenorhabditis elegans,N2,100 µM,14.9,,,,24835194
Gluconate,Caenorhabditis elegans,N2,5 mM,17,,,,25643626
Gluconate,Caenorhabditis elegans,N2,10 mM,16,,,,25643626
Gluconate,Caenorhabditis elegans,N2,1 mM,8,,,,25643626
Gluconic acid,Drosophila melanogaster,Oregon R,1 M,-9.3,,Male,,110607
Gluconic acid,Drosophila melanogaster,Oregon R,0.1 M,-5.2,,Male,,110607
Gluconic acid,Drosophila melanogaster,Oregon R,0.01 M,0,,Male,,110607
Gluconic acid,Drosophila melanogaster,Oregon R,0.001 M,0,,Male,,110607
Gluconic acid,Drosophila melanogaster,Oregon R,0.001 M,-1.8,,Male,,110607
Gluconic acid,Drosophila melanogaster,Oregon R,0.5M 2x/week,0,,Male,,110607
Gluconic acid,Drosophila melanogaster,Oregon R,0.25M 2x/week,3.8,,Male,,110607
Gluconic acid,Drosophila melanogaster,Oregon R,0.01M 2x/week,3.8,,Male,,110607
Gluconic acid,Drosophila melanogaster,Oregon R,0.01 M,5.3,,Male,,110607
Gluconic acid,Drosophila melanogaster,Oregon R,0.5 M,9.3,,Male,,110607
Gluconic acid,Drosophila melanogaster,Oregon R,0.1 M,12.3,,Male,,110607
Gluconic acid,Drosophila melanogaster,Oregon R,0.1 M,20.8,,Male,,110607
Gluconic acid,Drosophila melanogaster,Oregon R,0.1 M,14.3,,Male,,110607
Gluconic acid,Drosophila melanogaster,Oregon R,0.25 M,22.2,,Male,,110607
Gluconic acid,Drosophila melanogaster,Oregon R,0.01 M,7.2,,Male,,110607
Acarbose,Mus musculus,UM-HET3,1000 mg/kgdiet,5,9,Female,,24245565
Acarbose,Mus musculus,UM-HET3,1000 mg/kg,22,11,Male,,24245565
Naphthazarin,Caenorhabditis elegans,N2,100 µM,11,12,,,21765926
Naphthazarin,Caenorhabditis elegans,N2,50 µM,2,0,,NS,21765926
Naphthazarin,Caenorhabditis elegans,N2,200 µM,19,16,,,21765926
Naphthazarin,Caenorhabditis elegans,N2,100 µM,10,12,,,21765926
Naphthazarin,Caenorhabditis elegans,N2,200 µM,10,8,,,21765926
Naphthazarin,Caenorhabditis elegans,N2,500 µM,9,4,,NS,21765926
Naphthazarin,Caenorhabditis elegans,N2,100 µM,8,7,,,21765926
Naphthazarin,Caenorhabditis elegans,N2,200 µM,8,14,,,21765926
Naphthazarin,Caenorhabditis elegans,N2,500 µM,14,8,,,21765926
Naphthazarin,Caenorhabditis elegans,N2,500 µM,22,25,,,21765926
Serine,Caenorhabditis elegans,N2,10 mM,9,,,,25643626
Serine,Caenorhabditis elegans,N2,1 mM,8,,,,25643626
Serine,Caenorhabditis elegans,N2,5 mM,18,,,,25643626
Serine,Caenorhabditis elegans,N2,10 mM,22,,,,25643626
Allantoin,Caenorhabditis elegans,N2,250 µM,21.9,,,,26676933
Chicoric acid,Caenorhabditis elegans,N2,100 µM,21,8,,,24244361
Gamma-tocopherol,Caenorhabditis elegans,fem-1(hc17),20 µg/ml,17,,,,17169403
Gamma-tocopherol,Caenorhabditis elegans,fem-1(hc17),200 µg/ml,21,,,,17169403
Gamma-tocopherol,Caenorhabditis elegans,N2,43 µg,10.1,12.3,,,22484623
Nortriptyline hydrochloride,Caenorhabditis elegans,,88 µM,21,,,,24134630
Tocotrienol,Caenorhabditis elegans,N2,8 µg/ml,8.7,,,,10843344
Tocotrienol,Caenorhabditis elegans,N2,80 µg/ml,19.8,,,,10843344
Tocotrienol,Caenorhabditis elegans,N2,NA,20,,,,16872777
Tocotrienol,Caenorhabditis elegans,N2,26 µg,8.6,3.5,,,22484623
Tocotrienol,Caenorhabditis elegans,N2,259 µg,12,11,,,22484623
Tocotrienol,Caenorhabditis elegans,N2,86 µg,21,18,,,22484623
LY-294002,Drosophila melanogaster,Canton S,5 µM,14,22.5,Male,,20017609
LY-294002,Drosophila melanogaster,Canton S,5 µM,14.3,16.3,Female,,20017609
LY-294002,Caenorhabditis elegans,N2,100 µM,20.9,,,,26676933
Rifamycin SV,Caenorhabditis elegans,N2,50 µM,20.9,,,,25720500
Cortisone,Asplanchna brightwelli,clone 4B61,400 µM,-3.2,0,,NS,2782995
Cortisone,Asplanchna brightwelli,clone 4B61,800 µM,-6.3,0,,NS,2782995
Cortisone,Asplanchna brightwelli,clone 4B61,50 µM,2.2,0,,NS,2782995
Cortisone,Asplanchna brightwelli,clone 4B61,100 µM,20.8,0,,,2782995
Cortisone,Asplanchna brightwelli,clone 4B61,10 µM,0.7,0,,NS,2782995
Cortisone,Asplanchna brightwelli,clone 4B61,200 µM,19.3,0,,,2782995
Icariin,Caenorhabditis elegans,N2,45 µM,20.7,,,,22216122
Icariin,Mus musculus,C57BL/6J,0.02% in food,4,3,Male,,26145038
Icariin,Mus musculus,C57BL/6J,0.06% in food,8,6,Male,,26145038
Rapamycin,Mus musculus,Hybrid of CB6F1(F)& C3D2F1(M),2.24 mg/kg/day,13,14,Female,,19587680
Rapamycin,Mus musculus,C57BL/6J,4 mg/kg,,,Male,,19934433
Rapamycin,Drosophila melanogaster,white Dahomey,200 µM,13,,Female,,20074526
Rapamycin,Mus musculus,129/Sv,1.5 mg/kg,10.1,9.3,Female,,22107964
Rapamycin,Caenorhabditis elegans,N2,100 µM,19,,,,22560223
Rapamycin,Mus musculus,C57BL/6,14 ppm,4.8,,Female,,23682161
Rapamycin,Caenorhabditis elegans,N2,1 nM,20.6,,,,23698443
Rapamycin,Caenorhabditis elegans,N2,1 nM,16.2,,,,23698443
Rapamycin,Mus musculus,C57BL/6J,14 mg/kg,,,,,23863708
Rapamycin,Mus musculus,UM-HET3,42 mg of drug per kg of food,23,8,Male,,24341993
Rapamycin,Mus musculus,UM-HET3, 42 mg of drug per kg of food,26,11,Female,,24341993
Rapamycin,Mus musculus,C57BL/6J,14 ppm,11,,Male,,24409289
Rapamycin,Mus musculus,C57BL/6J,14 ppm,16,,Female,,24409289
Rapamycin,Caenorhabditis elegans,N2,10 µM,18.9,,,,26676933
Rapamycin,Mus musculus,UM-HET3,14 mg of drug per kg of food,13,8,Male,Y,24341993
Rapamycin,Mus musculus,UM-HET3,14 mg of drug per kg of food,21,11,Female,Y,24341993
Rapamycin,Mus musculus,UM-HET3,4.7 mg of drug per kg of food,3,6,Male,N,24341993
Rapamycin,Mus musculus,UM-HET3,4.7 mg of drug per kg of food,16,5,Female,Y,24341993
Rapamycin,Drosophila melanogaster,Dahomey,5 µM,16.35,-2.89,,S,28025308
Rapamycin,Drosophila melanogaster,Dahomey,10 µM,12.98,-2.89,,S,28025308
Rapamycin,Mus musculus,C57BL/6J.Nia,2 mg/kg every 5 days,13,17.6,,S,27091134
Rapamycin,Caenorhabditis elegans,N2,100 μM,26,34.84,,S,24332851
Rapamycin,Mus musculus,C57BL/6JNia,8 mg/kg/day,16,,Male,p=0.02,27549339
Rapamycin,Mus musculus,C57BL/6JNia,8 mg/kg/day,0,,Female,p=0.261,27549339
Rapamycin,Mus musculus,C57BL/6JNia,128 ppm,8,,,,27549339
Rapamycin,Mus musculus,C57BL/6JNia,128 ppm,8,,,,27549339
Rapamycin,Mus musculus,C57BL/6JNia,8 mg/kg/day,5,,Pooled,,27549339
Rapamycin,Mus musculus,C57BL/6JNia,128 ppm,13,,,,27549339
Rapamycin,Caenorhabditis elegans,N2,100 μM,21.3,,,S,29874838
"2,4-dinitrophenol",Drosophila melanogaster,Oregon R,0.008,20.2,0,,,16266268
"2,4-dinitrophenol",Mus musculus,Swiss Webster ,1 mg/L,7.1,,Female,,18505478
Epigallocatechin-3-gallate,Caenorhabditis elegans,N2,25 µM,4.8,4.8,,NS,17156833
Epigallocatechin-3-gallate,Caenorhabditis elegans,N2,NA,12.2,,,,19085685
Epigallocatechin-3-gallate,Caenorhabditis elegans,N2,100 µM,20,13,,NS,20513639
Epigallocatechin-3-gallate,Rattus norvegicus,Wistar,25 mg per kg per day ,13,,,,23834676
Epigallocatechin-3-gallate,Drosophila melanogaster,,10 mg/ml,15.7,,,,26375250
Epigallocatechin-3-gallate,Caenorhabditis elegans,N2,100 µM,13.44,-2.29,,S,28992589
Epigallocatechin-3-gallate,Caenorhabditis elegans,N2,200 µM,16.6,3.14,,S,28992589
Epigallocatechin-3-gallate,Caenorhabditis elegans,N2,300 µM,7.11,4,,S,28992589
Epigallocatechin-3-gallate,Caenorhabditis elegans,N2,800 µM,-7.9,-10.85,,S,28992589
Epigallocatechin-3-gallate,Caenorhabditis elegans,N2,1 mM,-16.6,-13.14,,S,28992589
Polyphenols,Mus musculus,C57BL/6J,,6.3,,Male,,22265987
Green tea extract,Drosophila melanogaster,Oregon R,Instead of water,8.6,,Male,,8326745
Green tea extract,Drosophila melanogaster,Oregon-R-C,5 mg/ml,7.8,5.3,,,17440995
Green tea extract,Drosophila melanogaster,Oregon-R-C,10 mg/ml,15.7,5.3,,,17440995
Green tea extract,Drosophila melanogaster,Oregon-R-C,1 mg/ml,5.9,5.3,,,17440995
Green tea extract,Mus musculus,UM-HET3,2000 mg/kg of food,6.6,,Female,NS,22451473
Green tea extract,Mus musculus,UM-HET3,2000 mg/kg of food,4.6,,Male,NS,22451473
KN-93,Drosophila melanogaster,Oregon R,10-100 µM,20,,,,22363408
Nicotinamide riboside,Saccharomyces cerevisiae,BY4741,10 µM,20,,,NS,17482543
Nicotinamide riboside,Mus musculus,C57BL/6J,400 mg/kg/day,4.7,,Not Sp,P < 0.05,27127236
Pregnenolone,Caenorhabditis elegans,N2,60 µg/mL,20,,,,17266678
Propionylpromazine hydrochloride,Caenorhabditis elegans,,33 µM,20,,,,24134630
Ethoxyquin,Mus musculus,C3H,0.5% w/w,18.1,,Male,,4927196
Ethoxyquin,Mus musculus,C3H,0.5% w/w,19.9,,Female,,4927196
Tyrphostin AG 1478,Drosophila melanogaster,Oregon R,100 µM,19.5,,,,22363408
Tyrphostin AG 1478,Caenorhabditis elegans,,33 µM,11,,,,24134630
Tyrosol,Caenorhabditis elegans,fer-15(b26),250 µM,19.1,10.8,,,22824366
Celecoxib,Caenorhabditis elegans,N2,10 µM,19,,,,21348927
Coenzyme Q10,Caenorhabditis elegans,N2,50 µg/ml,6,,,,14706236
Coenzyme Q10,Caenorhabditis elegans,N2,150 µg/ml,18,,,,14706236
Coenzyme Q10,Caenorhabditis elegans,N2,150 µg/ml,9,,,,14706236
Coenzyme Q10,Caenorhabditis elegans,clk-1 (qm30),,19,,,,19428456
Fenofibrate,Caenorhabditis elegans,N2,10 µM,19,,,,23603800
Proline,Caenorhabditis elegans,N2,5 µM,5.8,,,,22482728
Proline,Caenorhabditis elegans,N2,1 mM,17,,,,25643626
Proline,Caenorhabditis elegans,N2,5 mM,8,,,,25643626
Proline,Caenorhabditis elegans,N2,5 mM,19,,,,25643626
Proline,Caenorhabditis elegans,N2,10 mM,18,,,,25643626
Quercetin,Caenorhabditis elegans,N2,100 µM,19,15,,,18024103
Quercetin,Caenorhabditis elegans,N2,100 µM,10,,,,18692520
Quercetin,Caenorhabditis elegans,N2,200 µM,10,,,,18692520
Quercetin,Caenorhabditis elegans,N2,100 µM,8,-3,,NS,19043800
Quercetin,Caenorhabditis elegans,N2,100 µM,8,16,,,19043800
Quercetin,Caenorhabditis elegans,N2,200 µM,9,,,,19043800
Quercetin,Caenorhabditis elegans,N2,200 µM,10,-8,,NS,19043800
Quercetin,Caenorhabditis elegans,N2,200 µM,10,,,,19043800
Quercetin,Caenorhabditis elegans,N2,200 µM,9,0,,,19043800
Quercetin,Caenorhabditis elegans,N2,200 µM,10,-2,,,19043800
Quercetin,Caenorhabditis elegans,N2,100 µM,11,25,,,19043800
Quercetin,Caenorhabditis elegans,N2,200 µM,18,29,,,19043800
Quercetin,Caenorhabditis elegans,N2,200 µM,11,9,,,19043800
Quercetin,Caenorhabditis elegans,N2,22 µg/mL,14,,,,21563825
Quercetin,Caenorhabditis elegans,N2,250 µM,-7,,,,22493606
Quercetin,Caenorhabditis elegans,N2,50 µM,2,,,NS,22493606
Quercetin,Caenorhabditis elegans,N2,200 µM,9,,,,22493606
Quercetin,Caenorhabditis elegans,N2,100 µM,11,,,,22493606
Quercetin,Caenorhabditis elegans,N2,200 µM,10,,,,22493606
Quercetin,Mus musculus,LACA,10 mg/day,-9.88,,,S,7140862
Quercetin,Drosophila melanogaster,Canton S,0.3µM,-2.8,-13.07,Male,0.01,28066251
Quercetin,Drosophila melanogaster,Canton S,0.5 µM,-12,-13.84,,S,28066251
Quercetin,Drosophila melanogaster,Canton S,1 µM,-13.79,-14.62,,S,28066251
Quercetin,Drosophila melanogaster,Canton S,0.3µM,-5.09,-8.2,Female,P<0.05,28066251
Quercetin,Drosophila melanogaster,Canton S,0.5 µM,-4.55,-6.7,,S,28066251
Quercetin,Drosophila melanogaster,Canton S,1 µM,-10.2,-8.21,,S,28066251
Quercetin,Drosophila melanogaster,Canton S,1 µM,13,6,,S,28066251
Quercetin,Drosophila melanogaster,Canton-S,1 μM,13,,,S,28066251
Tannic acid,Drosophila melanogaster,Oregon R,1 mg/ml,0,,Male,NS,8326745
Tannic acid,Drosophila melanogaster,Oregon R,0.1 mg/ml,0,,Male,NS,8326745
Tannic acid,Drosophila melanogaster,Oregon R,1 mg/ml,-2.9,,Male,NS,8326745
Tannic acid,Caenorhabditis elegans,N2,100 µM,18,,,,20413530
Tannic acid,Caenorhabditis elegans,N2,300 µM,1,,,NS,22493606
Tannic acid,Caenorhabditis elegans,N2,200 µM,8,,,,22493606
Tannic acid,Caenorhabditis elegans,N2,400 µM,-11,,,,22493606
Tannic acid,Caenorhabditis elegans,N2,25 µM,10,,,,22493606
Tannic acid,Caenorhabditis elegans,N2,100 µM,18,,,,22493606
Tannic acid,Caenorhabditis elegans,N2,100 µM,19,,,,22493606
Tannic acid,Caenorhabditis elegans,N2,50 µM,16,,,,22493606
Tyrphostin 1,Drosophila melanogaster,Oregon R,100-300 µM,19,,,,22363408
BRL 50481,Caenorhabditis elegans,,176 µM,18,,,,24134630
Cyclosporin A,Caenorhabditis elegans,,88 µM,18,,,,24134630
D-aspartate,Caenorhabditis elegans,N2,1 mM,7,,,NS,25643626
D-aspartate,Caenorhabditis elegans,N2,10 mM,8,,,,25643626
D-aspartate,Caenorhabditis elegans,N2,5 mM,18,,,,25643626
D-glutamate,Caenorhabditis elegans,N2,10 mM,-3,,,NS,25643626
D-glutamate,Caenorhabditis elegans,N2,1 mM,14,,,,25643626
D-glutamate,Caenorhabditis elegans,N2,5 mM,18,,,,25643626
Doxycycline hydrochloride,Caenorhabditis elegans,,33 µM,18,,,,24134630
Erbstatin analog,Drosophila melanogaster,Oregon R,5 mM,18,,,,22363408
HA-1004,Drosophila melanogaster,Oregon R,1-10 µM,18,,,,22363408
Loratadine,Caenorhabditis elegans,,33 µM,18,,,,24134630
AG-490,Drosophila melanogaster,Oregon R,300 µM,17.5,,,,22363408
Celastrol,Caenorhabditis elegans,N2,7 µmol/l,13.8,,,,24416295
Celastrol,Caenorhabditis elegans,N2,7 µmol/l,17.4,,,,24416295
Ginkgo biloba extract,Rattus norvegicus,Fischer 344,50 mg/kg,17.4,,Male,,9469738
Ginkgo biloba extract,Caenorhabditis elegans,N2,100 µg/ml,8,,,,16872777
Tyrphostin 9,Drosophila melanogaster,Oregon R,300-500 µM,17.3,,,,22363408
Lamotrigine,Drosophila melanogaster,Ives,12 mg/ml,17.2,,Female,,19430925
Lamotrigine,Drosophila melanogaster,Ives,12 mg/ml,15.4,,Male,,19430925
Vitexin,Caenorhabditis elegans,N2,50 µM,8,5.3,,,26535084
Vitexin,Caenorhabditis elegans,N2,100 µM,17.2,10.5,,,26535084
D-chiro-inositol,Drosophila melanogaster,Canton S,,16.6,,Male,,22843669
D-chiro-inositol,Drosophila melanogaster,Canton S,,15,,Female,,22843669
Inositol,Caenorhabditis elegans,N2,1 mM,3,,,,25643626
Inositol,Caenorhabditis elegans,N2,10 mM,17,,,,25643626
L-deprenyl,Rattus norvegicus,Fischer 344,0.0025,16.7,17,,,2118586
L-deprenyl,Rattus norvegicus,F344/DuCrj,0.5 mg/kg. 3 times a week,5.6,1,Male,,8030852
L-deprenyl,Mus musculus,B6CBAF1,0.25 mg/kg 3x/week,7,7.5,Male,NS,8914495
L-deprenyl,Rattus norvegicus,F344/DuCrj,0.5 mg/kg. 3 times a week,15.1,,Male,,8423709
L-deprenyl,Mus musculus,B6CBAF1,0.25 mg/kg 3x/week,3.9,31.2,Female,NS,8914495
L-deprenyl,Mus musculus,B6D2F1,0.25 mg/kg 3x/week,2.7,15.3,Male,NS,8914495
L-deprenyl,Mus musculus,B6D2F1,0.25 mg/kg 3x/week,-0.1,-0.7,Female,NS,8914495
L-deprenyl,Mesocricetus auratus,,0.05 mg/kg/day,,16.4,Female,,9258898
L-deprenyl,Canis lupus familiaris,Beagles,1 mg/kg,,,,,9307048
L-deprenyl,Rattus norvegicus,F344/DuCrj,0.25 mg/kg. 3 times a week,8.1,,Male,,16463106
L-deprenyl,Rattus norvegicus,F344/DuCrj,0.25 mg/kg. 3 times a week,6.7,,Female,,16463106
Everolimus,Drosophila melanogaster,Oregon R,3 mM,16.6,,,,22363408
"3,3'-thiodipropionic acid",Asplanchna brightwelli,clone 4B61,2 mM,10,0,,,15374519
"3,3'-thiodipropionic acid",Asplanchna brightwelli,clone 4B61,2 mM,16.4,,,,15374519
Thyroxin,Rattus norvegicus,Wistar,0.5 µg/g bodyweight,-3.5,,Female,,6632988
Thyroxin,Rattus norvegicus,Wistar,0.5 µg/g bodyweight,6.9,,Male,,6632988
Thyroxin,Rattus norvegicus,Wistar,1 µg/g bodyweight,8.4,,Female,,6632988
Thyroxin,Rattus norvegicus,Wistar,2 µg/g bodyweight,11.6,,Female,,6632988
Thyroxin,Rattus norvegicus,Wistar,2 µg/g bodyweight,11.1,,Male,,6632988
Thyroxin,Rattus norvegicus,Wistar,1 µg/g bodyweight,16.1,,Male,,6632988
Agmatine,Caenorhabditis elegans,N2,100 µM,1,,,NS,25643626
Agmatine,Caenorhabditis elegans,N2,1 mM,16,,,,25643626
Agmatine,Caenorhabditis elegans,N2,10 mM,-20,,,,25643626
Clofibrate,Caenorhabditis elegans,N2,10 µM,16,,,,23603800
Cysteine,Caenorhabditis elegans,N2,1 mM,9,,,,25643626
Cysteine,Caenorhabditis elegans,N2,5 mM,16,,,,25643626
Cysteine,Caenorhabditis elegans,N2,10 mM,2,,,NS,25643626
D-alanine,Caenorhabditis elegans,N2,10 mM,16,,,,25643626
D-alanine,Caenorhabditis elegans,N2,1 mM,14,,,,25643626
D-alanine,Caenorhabditis elegans,N2,5 mM,16,,,,25643626
Demeclocycline hydrochloride,Caenorhabditis elegans,,33 µM,16,,,,24134630
Eliprodil,Caenorhabditis elegans,,88 µM,16,,,,24134630
Fumarate,Caenorhabditis elegans,N2,10 mM,16,,,,23472183
Glutamine,Caenorhabditis elegans,N2,1 mM,15,,,,25643626
Glutamine,Caenorhabditis elegans,N2,10 mM,-6,,,,25643626
Glutamine,Caenorhabditis elegans,N2,5 mM,16,,,,25643626
Leucine,Caenorhabditis elegans,N2,1 mM,16,,,,25643626
Leucine,Caenorhabditis elegans,N2,5 mM,6,,,,25643626
Leucine,Caenorhabditis elegans,N2,10 mM,7,,,,25643626
Pyrrolidine dithiocarbamate,Drosophila melanogaster,,20 mg/l,16,,Female,,21483034
Pyrrolidine dithiocarbamate,Drosophila melanogaster,,20 mg/l,15,,Male,,21483034
Pyrrolidine dithiocarbamate,Drosophila melanogaster,Canton S,125 µM,10,,Male,,24096697
Pyrrolidine dithiocarbamate,Drosophila melanogaster,Canton S,125 µM,12,,Female,,24096697
Sevelamer,Drosophila melanogaster,yw,1%,16,,Male,,22942172
Chloramphenicol,Caenorhabditis elegans,N2,100 µg/ml,15.8,,,,23698443
Dehydroabietic acid,Caenorhabditis elegans,N2,50 µM,4.8,8.3,,NS,25976661
Dehydroabietic acid,Caenorhabditis elegans,N2,1 µM,10.3,16.7,,,25976661
Dehydroabietic acid,Caenorhabditis elegans,N2,10 µM,11.8,18.1,,,25976661
Dehydroabietic acid,Caenorhabditis elegans,N2,10 µM,12.8,20,,,25976661
Dehydroabietic acid,Caenorhabditis elegans,N2,10 µM,15.5,16.7,,,25976661
Lactic acid,Drosophila melanogaster,Oregon R,0.5M,-1.9,,Male,,110607
Lactic acid,Drosophila melanogaster,Oregon R,1 M,-32.7,,,,110607
Lactic acid,Drosophila melanogaster,Oregon R,0.01M,3.6,,Male,,110607
Lactic acid,Drosophila melanogaster,Oregon R,0.001 M,3.6,,,,110607
Lactic acid,Drosophila melanogaster,Oregon R,0.1M,14,,Male,,110607
Lactic acid,Drosophila melanogaster,Oregon R,0.001 M,8,,,,110607
Lactic acid,Drosophila melanogaster,Oregon R,0.01M,12,,Male,,110607
Lactic acid,Drosophila melanogaster,Oregon R,0.1M,15.5,,Male,,110607
Lactic acid,Drosophila melanogaster,Oregon R,0.25M,15.4,,Male,,110607
Specioside,Caenorhabditis elegans,N2,25 µM,15.5,,,,25619942
Specioside,Caenorhabditis elegans,N2,50 µM,11.8,,,,25619942
Specioside,Caenorhabditis elegans,N2,5 µM,8.9,,,,25619942
Arctiin,Caenorhabditis elegans,N2,10 µM,8.9,,,,26141518
Arctiin,Caenorhabditis elegans,N2,100 µM,15.3,,,,26141518
Propyl gallate,Zaprionus paravittiger,,25 µg/ml,8.7,15.3,Female,,8950031
Propyl gallate,Zaprionus paravittiger,,25 µg/ml,15.1,12.2,Male,,8950031
Propyl gallate,Caenorhabditis elegans,N2,1 mM,12,0,,,18755260
Arginine,Caenorhabditis elegans,N2,1 mM,8,,,,25643626
Arginine,Caenorhabditis elegans,N2,10 mM,15,,,,25643626
Arginine,Caenorhabditis elegans,N2,5 mM,11,,,,25643626
Aurintricarboxylic acid,Drosophila melanogaster,Oregon R,0.5 mM,15,0,Male,,15621204
Cinnarizine,Caenorhabditis elegans,,33 µM,15,,,,24134630
DAPH,Caenorhabditis elegans,,13 µM,15,,,,24134630
Doxazosin mesylate,Caenorhabditis elegans,,33 µM,15,,,,24134630
Guanfacine hydrochloride,Caenorhabditis elegans,,13 µM,15,,,,24134630
Hexahydro-sila-diphenidol,Caenorhabditis elegans,,88 µM,15,,,,24134630
Nicotinamide adenine dinucleotide,Caenorhabditis elegans,N2,100 µM,15,,,,19370397
Oxoline,Caenorhabditis elegans,N2,1 mM,13,18,,,21765926
Oxoline,Caenorhabditis elegans,N2,1 mM,12,24,,,21765926
Oxoline,Caenorhabditis elegans,N2,500 µM,15,12,,,21765926
Oxoline,Caenorhabditis elegans,N2,1 mM,10,24,,,21765926
Oxoline,Caenorhabditis elegans,N2,500 µM,15,14,,,21765926
Oxoline,Caenorhabditis elegans,N2,50 µM,2,1,,NS,21765926
Oxoline,Caenorhabditis elegans,N2,500 µM,15,10,,,21765926
Oxoline,Caenorhabditis elegans,N2,100 µM,9,15,,NS,21765926
Oxoline,Caenorhabditis elegans,N2,100 µM,2,5,,NS,21765926
Oxoline,Caenorhabditis elegans,N2,100 µM,2,-8,,NS,21765926
Oxoline,Caenorhabditis elegans,N2,500 µM,3,12,,,21765926
Plumbagin,Caenorhabditis elegans,N2,2.5 µM,3,5,,NS,21765926
Plumbagin,Caenorhabditis elegans,N2,1 µM,1,3,,NS,21765926
Plumbagin,Caenorhabditis elegans,N2,5 µM,3,3,,NS,21765926
Plumbagin,Caenorhabditis elegans,N2,10 µM,9,2,,NS,21765926
Plumbagin,Caenorhabditis elegans,N2,7.5 µM,0,0,,NS,21765926
Plumbagin,Caenorhabditis elegans,N2,25 µM,15,5,,,21765926
Plumbagin,Caenorhabditis elegans,N2,10 µM,7,3,,NS,21765926
Plumbagin,Caenorhabditis elegans,N2,25 µM,10,2,,NS,21765926
Plumbagin,Caenorhabditis elegans,N2,25 µM,11,6,,,21765926
Plumbagin,Caenorhabditis elegans,N2,25 µM,11,13,,,21765926
Plumbagin,Caenorhabditis elegans,N2,50 µM,12,12,,,21765926
Plumbagin,Caenorhabditis elegans,N2,50 µM,-3,-6,,NS,21765926
Plumbagin,Caenorhabditis elegans,N2,100 µM,-16,-15,,,21765926
Plumbagin,Caenorhabditis elegans,N2,100 µM,1,2,,NS,21765926
Plumbagin,Caenorhabditis elegans,N2,100 µM,-11,-13,,,21765926
Plumbagin,Caenorhabditis elegans,N2,150 µM,-23,,,,21765926
Plumbagin,Caenorhabditis elegans,N2,200 µM,-84,,,,21765926
Plumbagin,Caenorhabditis elegans,N2,250 µM,-91,,,,21765926
Plumbagin,Caenorhabditis elegans,N2,50 µM,12,5,,,21765926
Plumbagin,Caenorhabditis elegans,N2,250 µM,-86,,,,21765926
Plumbagin,Caenorhabditis elegans,N2,300 µM,-86,,,,21765926
Plumbagin,Caenorhabditis elegans,N2,400 µM,-90,,,,21765926
Plumbagin,Caenorhabditis elegans,N2,500 µM,-81,,,,21765926
Plumbagin,Caenorhabditis elegans,N2,500 µM,-91,,,,21765926
Vinpocetine,Caenorhabditis elegans,,33 µM,15,,,,24134630
Dibromoacetic acid,Caenorhabditis elegans,N2,100 µM,14.6,,,,25556763
Sodium butyrate,Drosophila melanogaster,Ra,10 mM,-9.1,,,NS,23044027
Sodium butyrate,Drosophila melanogaster,Ra,100 mM,-10.9,,,,23044027
Sodium butyrate,Drosophila melanogaster,Ra,100 mM,4.2,,,,23044027
Sodium butyrate,Drosophila melanogaster,Ra,100 mM,-6.3,,,NS,23044027
Sodium butyrate,Drosophila melanogaster,Ra,10 mM,-6.3,,,NS,23044027
Sodium butyrate,Drosophila melanogaster,Ra,100 mM,8.3,,,,23044027
Sodium butyrate,Drosophila melanogaster,Ra,10 mM,8.3,,,,23044027
Sodium butyrate,Drosophila melanogaster,Ra,10 mM,12.5,,,,23044027
Sodium butyrate,Drosophila melanogaster,Ra,10 mM,14.6,9.1,Female,,26136617
Sodium butyrate,Drosophila melanogaster,Ra,10 mM,8.3,12,Female,,26136617
HA-1077,Drosophila melanogaster,Oregon R,10 µM,14.5,,,,22363408
Sesamin,Caenorhabditis elegans,N2,3.1 µg,10.5,,,,24549958
Sesamin,Caenorhabditis elegans,N2,25 µg,0.8,,,NS,24549958
